"Canada",0,12,100,M,26578125,26578125,26578125,0,100,100,100,0,15517288,15411804,15622773,0.3,58.4,58,58.8,0.3,5934285,5838374,6030197,0.8,22.3,22,22.7,0.8,9583003,9476576,9689431,0.6,36.1,35.7,36.5,0.6,8029557,7920860,8138254,0.7,30.2,29.8,30.6,0.7,3012984,2942048,3083920,1.2,11.3,11.1,11.6,1.2,18296,13618,22974,13,0.1,0.1,0.1,13
"Canada",0,20,24,B,3114212,3188349,0.6,100,100,100,0,2144753,2100216,2189289,1.1,68.1,66.8,69.3,0.9,850747,811939,889555,2.3,27,25.9,28.1,2.2,1294006,1254397,1333615,1.6,41.1,39.8,42.3,1.6,828141,789623,866659,2.4,26.3,25.1,27.4,2.3,177599,159955,195243,5.1,5.6,5.1,6.2,5,-1,-1,-1,-1,-1,-1,-1,-1
"Canada",0,20,24,M,2113868,2219956,1.2,100,100,100,0,1453922,1403085,1504759,1.8,67.1,65.3,68.8,1.3,574188,537780,610596,3.2,26.5,25,28,3,879734,837061,922406,2.5,40.6,38.8,42.4,2.2,592697,554442,630953,3.3,27.4,25.7,29,3,120267,102474,138061,7.5,5.6,4.7,6.4,7.4,-1,-1,-1,-1,-1,-1,-1,-1
"Canada",0,20,24,F,1071186,1152533,1.9,100,100,100,0,763412,725191,801633,2.6,68.7,66.2,71.2,1.9,317359,288485,346233,4.6,28.5,26.1,30.9,4.3,446053,413445,478661,3.7,40.1,37.5,42.7,3.3,291944,263719,320170,4.9,26.3,23.9,28.6,4.5,56478,43422,69534,11.8,5.1,3.9,6.2,11.6,-1,-1,-1,-1,-1,-1,-1,-1
"Canada",0,25,34,B,1020315,1089789,1.7,100,100,100,0,690510,655616,725404,2.6,65.4,63,67.9,1.9,256829,234277,279382,4.5,24.3,22.3,26.4,4.3,433681,402433,464928,3.7,41.1,38.6,43.6,3.2,300753,274192,327313,4.5,28.5,26.1,30.9,4.2,63789,52768,74810,8.8,6,5,7.1,8.8,-1,-1,-1,-1,-1,-1,-1,-1
"Canada",0,25,34,M,4073734,4227996,0.9,100,100,100,0,2888547,2820059,2957034,1.2,69.6,68.6,70.6,0.7,1206712,1157722,1255702,2.1,29.1,28,30.1,1.8,1681835,1626048,1737622,1.7,40.5,39.4,41.6,1.4,1057778,1014093,1101462,2.1,25.5,24.5,26.4,1.9,203021,182629,223413,5.1,4.9,4.4,5.4,5,-1,-1,-1,-1,-1,-1,-1,-1
"Canada",0,25,34,F,1997443,2111829,1.4,100,100,100,0,1434304,1381780,1486828,1.9,69.8,68.3,71.3,1.1,612795,576264,649325,3,29.8,28.3,31.3,2.6,821509,780508,862511,2.5,40,38.4,41.6,2.1,530389,499143,561635,3,25.8,24.4,27.2,2.7,89212,74660,103763,8.3,4.3,3.6,5,8.3,-1,-1,-1,-1,-1,-1,-1,-1
"Canada",0,35,44,B,2045595,2146863,1.2,100,100,100,0,1454243,1409003,1499482,1.6,69.4,68,70.8,1,593917,561252,626583,2.8,28.3,27,29.7,2.5,860325,823764,896887,2.2,41,39.6,42.5,1.8,527389,496061,558716,3,25.2,23.8,26.5,2.7,113809,100426,127193,6,5.4,4.8,6.1,5.9,-1,-1,-1,-1,-1,-1,-1,-1
"Canada",0,35,44,M,5242181,5351013,0.5,100,100,100,0,3370372,3305770,3434974,1,63.6,62.6,64.7,0.8,1310450,1260240,1360660,2,24.7,23.8,25.7,1.9,2059922,1999592,2120252,1.5,38.9,37.8,39.9,1.4,1543720,1488156,1599284,1.8,29.1,28.2,30.1,1.7,379142,351877,406407,3.7,7.2,6.6,7.7,3.7,-1,-1,-1,-1,-1,-1,-1,-1
"Canada",0,35,44,F,2632784,2710836,0.7,100,100,100,0,1708566,1661710,1755423,1.4,63.9,62.5,65.4,1.2,656999,620993,693005,2.8,24.6,23.3,25.9,2.7,1051567,1009402,1093733,2,39.4,37.9,40.8,1.9,798085,759974,836197,2.4,29.9,28.5,31.2,2.3,162845,145794,179896,5.3,6.1,5.5,6.7,5.3,-1,-1,-1,-1,-1,-1,-1,-1
"Canada",0,45,64,B,2587719,2661856,0.7,100,100,100,0,1661806,1617350,1706261,1.4,63.3,61.8,64.8,1.2,653451,617304,689598,2.8,24.9,23.6,26.2,2.7,1008354,966701,1050008,2.1,38.4,36.9,39.9,2,745635,707085,784184,2.6,28.4,27,29.8,2.5,216297,194059,238535,5.2,8.2,7.4,9.1,5.2,-1,-1,-1,-1,-1,-1,-1,-1
"Canada",0,45,64,M,7862039,7862039,0,100,100,100,0,4197305,4135011,4259599,0.8,53.4,52.6,54.2,0.8,1575187,1523894,1626480,1.7,20,19.4,20.7,1.7,2622118,2565257,2678980,1.1,33.4,32.6,34.1,1.1,2519513,2459522,2579504,1.2,32,31.3,32.8,1.2,1140833,1096784,1184882,2,14.5,14,15.1,2,4387,2261,6514,24.7,0.1,0,0.1,24.7
"Canada",0,45,64,F,3891595,3891595,0,100,100,100,0,2086292,2039180,2133405,1.2,53.6,52.4,54.8,1.2,768391,730107,806676,2.5,19.7,18.8,20.7,2.5,1317901,1273754,1362048,1.7,33.9,32.7,35,1.7,1272292,1227364,1317220,1.8,32.7,31.5,33.8,1.8,530891,501138,560644,2.9,13.6,12.9,14.4,2.9,-1,-1,-1,-1,-1,-1,-1,-1
"Canada",0,45,54,B,3970443,3970443,0,100,100,100,0,2111013,2065843,2156183,1.1,53.2,52,54.3,1.1,806796,772346,841245,2.2,20.3,19.5,21.2,2.2,1304217,1264180,1344255,1.6,32.8,31.8,33.9,1.6,1247221,1205239,1289203,1.7,31.4,30.4,32.5,1.7,609942,579521,640363,2.5,15.4,14.6,16.1,2.5,2267,922,3613,30.3,0.1,0,0.1,30.3
"Canada",0,45,54,M,4510291,4632521,0.7,100,100,100,0,2580316,2520786,2639847,1.2,56.4,55.4,57.5,1,984931,941886,1027975,2.2,21.5,20.7,22.4,2,1595386,1547031,1643741,1.5,34.9,33.9,35.9,1.5,1437667,1386725,1488610,1.8,31.4,30.4,32.5,1.7,550560,518013,583108,3,12,11.3,12.7,3,2862,1054,4669,32.2,0.1,0,0.1,32.3
"Canada",0,45,54,F,2197026,2284813,1,100,100,100,0,1257929,1215307,1300551,1.7,56.1,54.5,57.8,1.5,467234,437953,496516,3.2,20.9,19.6,22.1,3,790695,753856,827533,2.4,35.3,33.7,36.9,2.3,734161,694479,773843,2.8,32.8,31.2,34.4,2.5,247054,224219,269889,4.7,11,10,12,4.6,-1,-1,-1,-1,-1,-1,-1,-1
"Canada",0,55,64,B,2288101,2372872,0.9,100,100,100,0,1322387,1278131,1366643,1.7,56.7,55.1,58.4,1.4,517696,486037,549355,3.1,22.2,20.9,23.5,2.9,804691,769379,840004,2.2,34.5,33.1,36,2.1,703506,667437,739575,2.6,30.2,28.7,31.6,2.4,303506,279613,327399,4,13,12,14,3.9,-1,-1,-1,-1,-1,-1,-1,-1
"Canada",0,55,64,M,3229518,3351748,0.9,100,100,100,0,1616989,1570757,1663221,1.5,49.1,48,50.3,1.2,590256,560480,620033,2.6,17.9,17.1,18.8,2.5,1026732,987741,1065724,1.9,31.2,30.2,32.2,1.7,1081846,1040800,1122891,1.9,32.9,31.8,34,1.7,590273,558059,622487,2.8,17.9,17,18.8,2.5,-1,-1,-1,-1,-1,-1,-1,-1
"Canada",0,55,64,F,1606782,1694570,1.4,100,100,100,0,828363,792398,864328,2.2,50.2,48.5,51.9,1.7,301157,276745,325569,4.1,18.2,16.9,19.6,3.9,527206,497392,557020,2.9,31.9,30.4,33.5,2.5,538131,508823,567439,2.8,32.6,31,34.2,2.5,283837,262623,305051,3.8,17.2,16,18.4,3.5,-1,-1,-1,-1,-1,-1,-1,-1
"Canada",0,65,100,B,1597571,1682343,1.3,100,100,100,0,788626,757054,820197,2,48.1,46.6,49.6,1.6,289099,270125,308073,3.3,17.6,16.6,18.7,3,499526,473640,525413,2.6,30.5,29.1,31.8,2.3,543715,516731,570699,2.5,33.2,31.7,34.6,2.2,306436,283908,328964,3.8,18.7,17.4,19.9,3.5,-1,-1,-1,-1,-1,-1,-1,-1
"Canada",0,65,100,M,3785145,3785145,0,100,100,100,0,1386751,1353883,1419619,1.2,36.6,35.8,37.5,1.2,434671,414127,455215,2.4,11.5,10.9,12,2.4,952080,922655,981505,1.6,25.2,24.4,25.9,1.6,1385482,1353785,1417179,1.2,36.6,35.8,37.4,1.2,1006020,974008,1038032,1.6,26.6,25.7,27.4,1.6,6892,4460,9324,18,0.2,0.1,0.2,18
"Canada",0,65,100,F,1659626,1659626,0,100,100,100,0,635429,613755,657103,1.7,38.3,37,39.6,1.7,214844,199396,230292,3.7,12.9,12,13.9,3.7,420585,400900,440270,2.4,25.3,24.2,26.5,2.4,589985,569297,610673,1.8,35.5,34.3,36.8,1.8,429958,410450,449466,2.3,25.9,24.7,27.1,2.3,4254,2046,6462,26.5,0.3,0.1,0.4,26.5
"Canada",0,65,74,B,2125520,2125520,0,100,100,100,0,751322,728494,774150,1.6,35.3,34.3,36.4,1.6,219827,206119,233535,3.2,10.3,9.7,11,3.2,531495,511646,551345,1.9,25,24.1,25.9,1.9,795497,770885,820110,1.6,37.4,36.3,38.6,1.6,576062,552117,600008,2.1,27.1,26,28.2,2.1,2638,1468,3808,22.6,0.1,0.1,0.2,22.6
"Canada",0,65,74,M,2150263,2214056,0.7,100,100,100,0,875856,847871,903841,1.6,40.1,38.9,41.3,1.5,284105,266778,301433,3.1,13,12.2,13.8,3,591751,567637,615865,2.1,27.1,26.1,28.2,2,810418,780192,840644,1.9,37.1,35.9,38.4,1.7,493199,469248,517151,2.5,22.6,21.5,23.7,2.4,2686,1119,4253,29.8,0.1,0.1,0.2,29.8
"Canada",0,65,74,F,1007294,1053181,1.1,100,100,100,0,423450,403296,443604,2.4,41.1,39.3,42.9,2.2,147910,134585,161236,4.6,14.4,13.1,15.6,4.5,275540,257918,293162,3.3,26.7,25.1,28.3,3,373045,353051,393039,2.7,36.2,34.5,37.9,2.4,231936,215474,248399,3.6,22.5,21,24,3.4,-1,-1,-1,-1,-1,-1,-1,-1
"Canada",0,75,100,B,1126571,1177272,1.1,100,100,100,0,452406,433409,471404,2.1,39.3,37.7,40.8,2,136195,125653,146737,3.9,11.8,10.9,12.7,3.9,316211,299665,332757,2.7,27.5,26.1,28.8,2.5,437373,414920,459826,2.6,38,36.3,39.7,2.3,261263,242974,279551,3.6,22.7,21.2,24.2,3.3,-1,-1,-1,-1,-1,-1,-1,-1
"Canada",0,75,100,M,1571090,1634882,1,100,100,100,0,510895,489950,531840,2.1,31.9,30.7,33.1,1.9,150566,137684,163447,4.4,9.4,8.6,10.2,4.2,360329,343068,377591,2.4,22.5,21.4,23.5,2.4,575064,550724,599404,2.2,35.9,34.6,37.2,1.8,512821,489130,536512,2.4,32,30.7,33.3,2.1,4206,2277,6135,23.4,0.3,0.1,0.4,23.4
"Canada",0,75,100,F,606445,652332,1.9,100,100,100,0,211979,196962,226996,3.6,33.7,31.7,35.7,3,66934,57894,75974,6.9,10.6,9.3,12,6.4,145045,132842,157248,4.3,23,21.3,24.8,3.9,216940,202869,231011,3.3,34.5,32.5,36.4,2.9,198022,183118,212925,3.8,31.5,29.4,33.5,3.3,-1,-1,-1,-1,-1,-1,-1,-1
"Newfoundland and Labrador",10,12,100,B,948247,998948,1.3,100,100,100,0,298916,282871,314961,2.7,30.7,29.2,32.2,2.5,83632,74253,93010,5.7,8.6,7.7,9.5,5.6,215284,202217,228352,3.1,22.1,20.9,23.4,2.9,358124,338805,377444,2.8,36.8,35.1,38.5,2.3,314799,296444,333155,3,32.3,30.6,34,2.7,1758,857,2659,26.2,0.2,0.1,0.3,26
"Newfoundland and Labrador",10,12,100,M,460130,460130,0,100,100,100,0,304325,294611,314039,1.6,66.1,64,68.3,1.6,96824,88817,104831,4.2,21,19.3,22.8,4.2,207501,197946,217057,2.3,45.1,43,47.2,2.3,105205,96578,113831,4.2,22.9,21,24.7,4.2,50388,44916,55860,5.5,11,9.8,12.1,5.5,-1,-1,-1,-1,-1,-1,-1,-1
"Newfoundland and Labrador",10,12,100,F,226255,226255,0,100,100,100,0,143789,136268,151309,2.7,63.6,60.2,66.9,2.7,42772,36813,48731,7.1,18.9,16.3,21.5,7.1,101017,93907,108127,3.6,44.6,41.5,47.8,3.6,54737,48292,61183,6,24.2,21.3,27,6,27554,23373,31734,7.7,12.2,10.3,14,7.7,-1,-1,-1,-1,-1,-1,-1,-1
"Newfoundland and Labrador",10,12,19,B,233875,233875,0,100,100,100,0,160536,154373,166700,2,68.6,66,71.3,2,54052,48810,59293,4.9,23.1,20.9,25.4,4.9,106485,100087,112882,3.1,45.5,42.8,48.3,3.1,50467,45098,55837,5.4,21.6,19.3,23.9,5.4,22835,19018,26652,8.5,9.8,8.1,11.4,8.5,-1,-1,-1,-1,-1,-1,-1,-1
"Newfoundland and Labrador",10,12,19,M,58139,58139,0,100,100,100,0,37557,34496,40617,4.2,64.6,59.3,69.9,4.2,10974,8949,12999,9.4,18.9,15.4,22.4,9.4,26582,23445,29719,6,45.7,40.3,51.1,6,16706,13741,19670,9.1,28.7,23.6,33.8,9.1,3876,2345,5408,20.2,6.7,4,9.3,20.2,-1,-1,-1,-1,-1,-1,-1,-1
"Newfoundland and Labrador",10,12,19,F,29670,29670,0,100,100,100,0,19017,16800,21234,5.9,64.1,56.6,71.6,5.9,6643,5075,8212,12,22.4,17.1,27.7,12,12373,10019,14728,9.7,41.7,33.8,49.6,9.7,8755,6561,10948,12.8,29.5,22.1,36.9,12.8,1899,743,3055,31.1,6.4,2.5,10.3,31.1,-1,-1,-1,-1,-1,-1,-1,-1
"Newfoundland and Labrador",10,12,14,B,28469,28469,0,100,100,100,0,18540,16636,20443,5.2,65.1,58.4,71.8,5.2,4331,3056,5606,15,15.2,10.7,19.7,15,14209,12355,16063,6.7,49.9,43.4,56.4,6.7,7951,6155,9747,11.5,27.9,21.6,34.2,11.5,1978,898,3057,27.9,6.9,3.2,10.7,27.9,-1,-1,-1,-1,-1,-1,-1,-1
"Newfoundland and Labrador",10,12,14,M,17380,24564,8.7,100,100,100,0,12873,10656,15090,8.8,61.4,51,71.8,8.6,3419,2493,4344,13.8,16.3,11.4,21.2,15.4,9454,7421,11488,11,45.1,36.1,54.1,10.2,7391,4432,10350,20.4,35.2,24.7,45.8,15.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Newfoundland and Labrador",10,12,14,F,7466,13423,14.6,100,100,100,0,6400,4845,7956,12.4,61.3,46.7,75.9,12.1,2012,1305,2718,17.9,19.3,10.7,27.8,22.7,4389,2947,5830,16.8,42,29.9,54.1,14.7,3654,1366,5943,31.9,35,19.6,50.4,22.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Newfoundland and Labrador",10,15,19,B,8510,12545,9.8,100,100,100,0,6473,4862,8084,12.7,61.5,49.9,73,9.6,1407,780,2034,22.8,13.4,7.2,19.5,23.4,5066,3544,6588,15.3,48.1,37,59.2,11.8,3737,2286,5188,19.8,35.5,24,47,16.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Newfoundland and Labrador",10,15,19,M,33575,40759,4.9,100,100,100,0,24683,21428,27939,6.7,66.4,60.4,72.4,4.6,7556,5574,9537,13.4,20.3,15.5,25.2,12.2,17128,14166,20089,8.8,46.1,39.4,52.7,7.4,9314,7173,11456,11.7,25.1,19.8,30.3,10.7,3169,1746,4593,22.9,8.5,4.9,12.2,21.8,-1,-1,-1,-1,-1,-1,-1,-1
"Newfoundland and Labrador",10,15,19,F,16247,22204,7.9,100,100,100,0,12616,10082,15151,10.2,65.6,57.2,74,6.5,4632,3103,6160,16.8,24.1,16.8,31.4,15.5,7985,5663,10307,14.8,41.5,32,51.1,11.7,5100,3495,6705,16.1,26.5,19.4,33.7,13.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Newfoundland and Labrador",10,20,34,B,15924,19959,5.7,100,100,100,0,12067,9925,14209,9.1,67.3,58.8,75.7,6.4,2924,1730,4118,20.8,16.3,10,22.6,19.8,9143,7170,11116,11,51,42.1,59.8,8.9,4214,2782,5647,17.3,23.5,15.7,31.3,16.9,1660,681,2639,30.1,9.3,3.9,14.6,29.8,-1,-1,-1,-1,-1,-1,-1,-1
"Newfoundland and Labrador",10,20,34,M,103589,113046,2.2,100,100,100,0,79450,73179,85722,4,73.3,68.7,78,3.2,27338,23162,31514,7.8,25.2,21.6,28.9,7.3,52112,46323,57901,5.7,48.1,43.3,53,5.1,24796,20134,29458,9.6,22.9,18.7,27.1,9.4,4071,2026,6115,25.6,3.8,1.9,5.6,25.4,-1,-1,-1,-1,-1,-1,-1,-1
"Newfoundland and Labrador",10,20,34,F,48913,55163,3.1,100,100,100,0,35557,31139,39975,6.3,68.3,61.5,75.2,5.1,11393,7795,14991,16.1,21.9,15.4,28.4,15.2,24164,20045,28283,8.7,46.4,38.9,53.9,8.2,15113,11577,18649,11.9,29,22.3,35.8,11.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Newfoundland and Labrador",10,20,24,B,52854,59705,3.1,100,100,100,0,43893,39745,48041,4.8,78,71.9,84.1,4,15945,12737,19153,10.3,28.3,22.6,34.1,10.4,27948,23732,32164,7.7,49.7,43.1,56.2,6.7,9683,6717,12649,15.6,17.2,12.2,22.3,15,2703,971,4435,32.7,4.8,1.8,7.8,32,-1,-1,-1,-1,-1,-1,-1,-1
"Newfoundland and Labrador",10,20,24,M,33792,42515,5.8,100,100,100,0,24868,20836,28900,8.3,65.2,56,74.3,7.2,8373,6057,10690,14.1,21.9,15.8,28.1,14.4,16494,12512,20477,12.3,43.2,33.8,52.7,11.2,11403,7657,15148,16.8,29.9,21.3,38.4,14.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Newfoundland and Labrador",10,20,24,F,17233,23842,8.2,100,100,100,0,12238,8838,15639,14.2,59.6,46,73.2,11.7,4624,2028,7220,28.6,22.5,10.3,34.7,27.7,7615,4610,10619,20.1,37.1,23.9,50.2,18.1,7589,4581,10597,20.2,37,23.7,50.2,18.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Newfoundland and Labrador",10,25,34,B,14149,21083,10,100,100,100,0,12629,8529,16730,16.6,71.7,55.9,87.5,11.2,3750,1435,6064,31.5,21.3,10.1,32.5,26.8,8880,6229,11531,15.2,50.4,37.9,62.9,12.7,3814,1597,6030,29.7,21.6,8.4,34.9,31.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Newfoundland and Labrador",10,25,34,M,63324,77003,5,100,100,100,0,54582,48131,61034,6,77.8,73.2,82.4,3,18965,15126,22803,10.3,27,22.3,31.8,9,35618,30224,41011,7.7,50.8,45.2,56.3,5.5,13394,10151,16637,12.4,19.1,14.7,23.5,11.7,2188,799,3576,32.4,3.1,1.2,5.1,31.8,-1,-1,-1,-1,-1,-1,-1,-1
"Newfoundland and Labrador",10,25,34,F,27280,35721,6.8,100,100,100,0,23319,19470,27168,8.4,74,66.7,81.3,5,6769,4447,9092,17.5,21.5,14.8,28.2,15.9,16550,13138,19961,10.5,52.5,44.1,61,8.2,7524,4938,10111,17.5,23.9,16.5,31.2,15.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Newfoundland and Labrador",10,35,44,B,33336,43990,7,100,100,100,0,31264,26229,36298,8.2,80.9,75.2,86.5,3.6,12195,9373,15018,11.8,31.5,24.8,38.3,10.9,19068,14566,23570,12,49.3,41.5,57.1,8.1,5869,3836,7902,17.7,15.2,10.1,20.2,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Newfoundland and Labrador",10,35,44,M,81419,90876,2.8,100,100,100,0,65944,60756,71133,4,76.5,72.1,81,3,23320,19184,27455,9,27.1,22.3,31.9,9,42625,37437,47813,6.2,49.5,44.3,54.6,5.3,16551,12790,20312,11.6,19.2,15,23.5,11.3,3652,2161,5143,20.8,4.2,2.5,6,20.9,-1,-1,-1,-1,-1,-1,-1,-1
"Newfoundland and Labrador",10,35,44,F,41040,47289,3.6,100,100,100,0,33040,29272,36808,5.8,74.8,68.1,81.5,4.6,10442,7650,13235,13.6,23.6,17.5,29.8,13.3,22598,18860,26336,8.4,51.2,43.5,58.8,7.6,9055,6314,11796,15.4,20.5,14.5,26.5,15,2069,822,3317,30.8,4.7,1.8,7.5,30.9,-1,-1,-1,-1,-1,-1,-1,-1
"Newfoundland and Labrador",10,45,64,B,38558,45409,4.2,100,100,100,0,32904,29226,36582,5.7,78.4,72.2,84.5,4,12877,9789,15966,12.2,30.7,23.7,37.7,11.6,20027,16439,23615,9.1,47.7,40.1,55.4,8.2,7496,4865,10127,17.9,17.9,11.8,23.9,17.3,1583,792,2373,25.5,3.8,1.9,5.7,25.9,-1,-1,-1,-1,-1,-1,-1,-1
"Newfoundland and Labrador",10,45,64,M,146549,146549,0,100,100,100,0,88732,83494,93969,3,60.5,57,64.1,3,28096,24109,32083,7.2,19.2,16.5,21.9,7.2,60635,55606,65664,4.2,41.4,37.9,44.8,4.2,34115,29948,38282,6.2,23.3,20.4,26.1,6.2,23702,19860,27543,8.3,16.2,13.6,18.8,8.3,-1,-1,-1,-1,-1,-1,-1,-1
"Newfoundland and Labrador",10,45,64,F,73052,73052,0,100,100,100,0,42401,38516,46287,4.7,58,52.7,63.4,4.7,11194,8527,13861,12.2,15.3,11.7,19,12.2,31207,27333,35082,6.3,42.7,37.4,48,6.3,15977,12910,19045,9.8,21.9,17.7,26.1,9.8,14673,11471,17874,11.1,20.1,15.7,24.5,11.1,-1,-1,-1,-1,-1,-1,-1,-1
